name,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Erste+Neue Pinot Bianco Südtirol - Alto Adige DOC,89.0,Italy,Trentino Alto Adige,Alto Adige DOC,,2021.0,0.75,13.5,10,white,,dry,average,,False,False,,Pinot Bianco
Erste+Neue Pinot Grigio Südtirol - Alto Adige DOC,89.0,Italy,Trentino Alto Adige,Alto Adige DOC,,2021.0,0.75,13.5,9,white,,dry,average,,False,False,,Pinot Grigio
Erste+Neue Pinot Nero Südtirol - Alto Adige DOC,115.0,Italy,Trentino Alto Adige,Alto Adige DOC,,2021.0,0.75,13.0,15,red,,dry,average,,False,False,,Pinot Nero
Erste+Neue Puntay Chardonnay Riserva Südtirol - Alto Adige DOC,119.0,Italy,Trentino Alto Adige,Alto Adige DOC,,2020.0,0.75,13.0,10-12,white,,dry,full,,False,False,,Chardonnay
Erste+Neue Puntay Lagrein Riserva Südtirol - Alto Adige DOC,125.0,Italy,Trentino Alto Adige,Alto Adige DOC,,2019.0,0.75,13.0,15,red,,dry,full,,False,False,,Lagrein
Erste+Neue Puntay Pinot Nero Riserva Südtirol - Alto Adige DOC,135.0,Italy,Trentino Alto Adige,Alto Adige DOC,,2019.0,0.75,13.0,15,red,,dry,average,,False,False,,Pinot Nero
Erste+Neue Sauvignon Südtirol - Alto Adige DOC,99.0,Italy,Trentino Alto Adige,Alto Adige DOC,,2021.0,0.75,13.0,9,white,,dry,average,,False,False,,Sauvignon Blanc
"Esencia Rural Pampaneo Airén Ancestral Pet-Nat, Toledo",89.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2021.0,0.75,11.5,10,,sparkling,dry,light,,True,True,,Airen
"Esencia Rural Pampaneo Airén Natural, Toledo",106.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2022.0,0.75,14.5,14,orange,,dry,full,,True,True,,Airen
"Esencia Rural Pampaneo Tempranillo Eco, Toledo",63.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2021.0,0.75,13.0,16,red,,dry,average,,True,True,,Tempranillo
Ewald Gruber PEPP Grüner Veltliner Weinviertel DAC,66.0,Austria,,Weinviertel DAC,,2021.0,0.75,12.0,8,white,,,light,,True,True,,Grüner Veltliner
Ewald Gruber Schloss Maissau Grüner Veltliner Weinviertel DAC,82.0,Austria,,Weinviertel DAC,,2020.0,0.75,12.0,8,white,,,light,,True,True,,Grüner Veltliner
Fabelhaft Mosel Riesling Fio Weine,82.0,Germany,Moselle-Saar-Ruwer,Mosel QbA,Fio Weine,2020.0,0.75,12.0,11,white,,dry,average,,False,True,,Riesling
Fabrizio Vella Bianco Biologico IGP Terre Siciliane,45.0,Italy,Sicily,Terre Siciliane IGT,,2022.0,0.75,12.5,10-12,white,,dry,average,,True,True,,Catarratto
Fabrizio Vella Rosso Biologico IGP Terre Siciliane,45.0,Italy,Sicily,Terre Siciliane IGT,,2022.0,0.75,12.0,15,red,,dry,average,,True,True,,Nero d'Avola
Famille Perrin Les Sinards Châteauneuf-du-Pape AOC,339.0,France,Rhône Valley,Châteauneuf du Pape AOC,,2019.0,0.75,14.5,16-18,red,,dry,full,,False,True,92.0,"Grenache, Mourvedre / Monastrell, Syrah"
Famille Perrin Réserve Côtes du Rhône Rouge AOC,99.0,France,Rhône Valley,Côtes du Rhone AOC,,2020.0,0.75,13.0,16,red,,dry,average,,False,True,,"Grenache, Mourvedre / Monastrell, Syrah"
Fan D`Oro Chardonnay Vino de Mesa Castillla Y Leon,129.0,Spain,Castile (Castilla y Leon),,Bodegas Arzuaga Navarro,2020.0,0.75,,,white,,dry,full,,False,False,,Chardonnay
Fantini Edizione Cinque Autoctoni VdT Gran Sasso,206.0,Italy,Puglia,Vino da Tavola (VdT),,2021.0,0.75,14.5,16-18,red,,dry,full,"Decanter Silver, AWC Vienna Gold, Berliner Gold",False,False,,"Malvasia Nera, Negroamaro, Montepulciano, Sangiovese, Primitivo Di Manduria"
Faustino Blanco Macabeo karton BiB,139.0,Spain,,,Faustino Rivero Ulecia,,5.0,,,white,,dry,,,False,False,,Macabeo
Faustino Rosado Bobal karton 5 Litrów,139.0,Spain,,,Faustino Rivero Ulecia,,5.0,,,rose,,dry,,,False,False,,Bobal
Faustino Tinto Tempranillo karton BiB,139.0,Spain,,,Faustino Rivero Ulecia,,5.0,,,red,,dry,,,False,False,,Tempranillo
Femina Malvasia di Candia Aromatica Crete PGI,106.0,Greece,Crete,Crete PGI,Douloufakis,2020.0,0.75,13.9,10,white,,dry,average,,False,False,,Malvasia di Candia Aromatica
Ferrari Brut Trento DOC box,199.0,Italy,Trentino Alto Adige,Trento DOC,Ferrari,,0.75,12.5,6-10,,sparkling,dry,average,,False,False,,Chardonnay
Feudi di San Gregorio Lacryma Christi Rosso Del Vesuvio DOC,76.0,Italy,Campaign,Lacryma Christi DOP,Feudi di San Gregorio,2019.0,0.75,,,red,,dry,,,False,False,,"Piedirosso,  Aglianico"
Feudi di San Gregorio Rubrato Irpinia Aglianico DOC,89.0,Italy,Campaign,Irpinia DOC,Feudi di San Gregorio,2019.0,0.75,,,red,,dry,,,False,False,,Aglianico
Feudi di San Gregorio Serpico Aglianico DOC,321.0,Italy,Campaign,Irpinia DOC,Feudi di San Gregorio,2013.0,0.75,14.0,,red,,dry,,"Due Bicchieri Gambero Rosso, Decanter Silver",False,False,96.0,Aglianico
Feudi di San Gregorio Taurasi DOCG,149.0,Italy,Campaign,Taurasi DOCG,Feudi di San Gregorio,2015.0,0.75,14.0,,red,,dry,,,False,False,,Aglianico
Feudo Antico Montepulciano d`Abruzzo DOC,59.0,Italy,Abruzzo,Montepulciano d Abruzzo DOC,Feudo Antico,2019.0,0.75,,,red,,dry,,,False,False,,Montepulciano
Feudo Antico Pecorino Terre di Chieti IGP,59.0,Italy,,,Feudo Antico,2022.0,,,,white,,dry,,,False,False,,Pecorino
Feudo Arancio Chardonnay Sicilia DOC,59.0,Italy,Sicily,Sicilia DOC,,2021.0,0.75,13.5,10-12,white,,dry,average,,False,False,,Chardonnay
Feudo Arancio Grillo Sicilia DOC,59.0,Italy,Sicily,Sicilia DOC,,2021.0,0.75,13.0,10-12,white,,dry,average,Due Bicchieri Gambero Rosso,False,False,,Grillo
Feudo Arancio Grillo Sicilia DOC,35.0,Italy,Sicily,Sicilia DOC,,2021.0,0.375,13.0,10-12,white,,dry,average,,False,False,,Grillo
Feudo Arancio Nero d'Avola Sicilia DOC,59.0,Italy,Sicily,Sicilia DOC,,2020.0,0.75,13.0,16,red,,dry,average,Due Bicchieri Gambero Rosso,False,False,,Nero d'Avola
Feudo Arancio Nero d'Avola Sicilia DOC,35.0,Italy,Sicily,Sicilia DOC,,2015.0,0.375,13.0,16,red,,dry,average,"Sommelier Wine Award Gold, Mundus Vini Silver",False,False,,Nero d'Avola
Feudo Arancio Syrah Sicilia DOC,59.0,Italy,Sicily,Sicilia DOC,,2020.0,0.75,13.0,16,red,,dry,average,Mundus Vini Silver,False,False,,Syrah
Finca Garabelos La Trucha Albariño Rías Baixas DO,108.0,Spain,Galicia,Rias Baixas DO,,2022.0,0.75,12.5,8-10,white,,dry,average,,False,False,,Albarino
Fontalloro IGT Fattoria di Felsina,447.0,Italy,Tuscany,Toscana IGT,Fattoria Felsina,2018.0,0.75,,18,red,,dry,full,,False,False,95.0,Sangiovese
Fortissimo Tinto Alentejo,55.0,Portugal,,,Casa Santos Lima,2020.0,0.75,14.5,,red,,dry,,,False,False,,"Touring Nacional, Syrah, Petit Verdot, Alicante Bouschet"
Francis Coppola Diamond Collection Chardonay California,176.0,United States of America,California,,,2019.0,0.75,12.5,10-12,white,,dry,average,,False,False,,Chardonnay
Francis Coppola Diamond Collection Claret Black Label California,196.0,United States of America,California,,,2018.0,0.75,13.5,16-18,red,,dry,average,,False,False,,"Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot"
Francis Coppola Diamond Collection Red Label Zinfandel California,176.0,United States of America,California,,,2019.0,0.75,14.0,16-18,red,,dry,average,,False,False,,Zinfandel
"Francois de Nicolay ""Chardoc"" Chardonnay",119.0,France,Burgundy,,,2020.0,0.75,13.0,12,white,,dry,average,,False,True,,Chardonnay
Francois de Nicolay Beaujolais Cuvee Les Beaux Jours,115.0,France,Burgundy,Beaujolais-Villages AOC,,2020.0,0.75,13.0,12,red,,dry,light,,False,True,,Gamay
Francois de Nicolay Bourgogne Cote d'Auxerre,215.0,France,Burgundy,Bourgogne AOP,,2019.0,0.75,13.0,12,red,,dry,light,,False,True,,Pinot Noir
François de Nicolay Chablis Vau De Vey AOC Chablis 1er Cru,314.0,France,Burgundy,Chablis 1er cru AOC,,2016.0,0.75,13.0,10-12,white,,dry,average,,True,True,,Chardonnay
Francois de Nicolay Cote de Beaune La Grande Chatelaine,185.0,France,Burgundy,Cote du Beaune AOC,,2019.0,0.75,13.0,12,white,,dry,average,,False,True,,Chardonnay
"Francois de Nicolay Ladoix ""Les Briquottes""",209.0,France,Burgundy,Ladoix,,2017.0,0.75,12.5,16,red,,dry,average,,False,True,,Pinot Noir
"Francois de Nicolay Rully ""Les Maizières""",229.0,France,Burgundy,Rully AOC,,2019.0,0.75,13.5,11,white,,dry,average,,False,True,,Chardonnay
François Écot L'Insolent Bourgogne VdF,179.0,France,Burgundy,Vin de France,,2020.0,0.75,12.5,15,red,,dry,average,,True,True,,"Pineau d'Aunis, Gamay, Abouriou, César, Pinot Noir, Pinot Gris"
François Écot Rouge Captif Bourgogne VdF,179.0,France,Burgundy,Vin de France,,2020.0,0.75,12.5,15,red,,dry,average,,True,True,,"Chasselas, Gamay"
François Écot Trogne Bourgogne VdF,179.0,France,Burgundy,Vin de France,,2019.0,0.75,12.5,15,red,,dry,average,,True,True,,Grenache
Frontonio Botijo Garnacha Blanca Organic Valdejalón IGP,59.0,Spain,Aragon,Valdejalón IGP,,2021.0,0.75,12.5,10,white,,dry,light,,False,True,90.0,Garnacha Blanca
Frontonio Botijo Rojo Garnacha Organic Valdejalón IGP,59.0,Spain,Aragon,Valdejalón IGP,,2020.0,0.75,12.5,15,red,,dry,light,,False,True,91.0,Garnacha
Frontonio Microcósmico Garnacha Tinto Valdejalón IGP,99.0,Spain,Aragon,Valdejalón IGP,,2020.0,0.75,13.5,15,red,,dry,average,,False,True,92.0,Garnacha
Frontonio Microcósmico Macabeo Valdejalón IGP,109.0,Spain,Aragon,Valdejalón IGP,,2021.0,0.75,13.5,8-10,white,,dry,average,,False,True,,Macabeo
Fugue de Nénin Pomerol AOC,299.0,France,Bordeaux,Pomerol AOC,Chateau Nenin,2016.0,,,,red,,dry,,,False,False,90.0,"Cabernet Franc, Merlot"
GAJA Alteni di Brassica Langhe DOP,805.0,Italy,Piedmont,Langhe DOP,Gaja,2019.0,0.75,13.5,12-14,white,,dry,average,,False,False,,Sauvignon Blanc
Gaja Brunello di Montalcino DOCG,624.0,Italy,Tuscany,Brunello di Montalcino DOCG,Gaja,2017.0,0.75,14.5,20,red,,dry,full,,False,False,,Sangiovese
GAJA Ca'Marcanda Promis Toscana IGT,368.0,Italy,Tuscany,Toscana IGT,,2020.0,0.75,13.5,16,red,,dry,average,,False,False,92.0,"Sangiovese, Syrah, Merlot"
GAJA Ca'Marcanda Vistamare Toscana IGT,404.0,Italy,Tuscany,Toscana IGT,,2020.0,0.75,13.5,10-12,white,,dry,average,,False,False,92.0,"Viognier, Fiano, Vermentino"
Gaja Sito Moresco DOC Langhe,428.0,Italy,Piedmont,Nebbiolo d Alba DOC,Gaja,2020.0,0.75,13.5,18,red,,dry,average,,False,False,,"Nebbiolo, Cabernet Sauvignon, Merlot"
García de Verdevique Blanco Cumbres del Guadalfeo IGP,62.0,Spain,Andalusia,Cumbres del Guadalfeo  IGP,,2021.0,0.75,13.5,8-10,white,,dry,average,,True,True,,Vigiriego
García de Verdevique Brut Nature Granada Contraviesa-Alpujarra VdT,109.0,Spain,Andalusia,,,2013.0,0.75,12.0,8-10,,sparkling,dry,average,,True,True,,Vigiriego
García de Verdevique Jaén Negro Cumbres del Guadalfeo IGP,93.0,Spain,Andalusia,Cumbres del Guadalfeo  IGP,,2020.0,0.75,14.5,16,red,,dry,average,,True,True,,Jaén Negro
García de Verdevique Rosado Granada Contraviesa-Alpujarra VdT,68.0,Spain,Andalusia,,,2018.0,0.75,13.5,16,rose,,dry,average,,True,True,,"Pedro Ximenes, Jaén Blanco, Jaén Negro, Perruno"
García de Verdevique Tinto Cumbres del Guadalfeo IGP,83.0,Spain,Andalusia,Cumbres del Guadalfeo  IGP,,2021.0,0.75,14.5,16,red,,dry,average,,True,True,,"Garnacha, Tempranillo"
Gaudou La Charmeuse Côtes du Lot IGP,54.0,France,Southwest France,Cahors AOC,,2019.0,0.75,13.0,12-14,white,,sweet,average,,False,False,,Semillon
Geografico Bosco del Grillo Governo All`Uso Toscano IGT,51.0,Italy,Tuscany,,Geografico,2020.0,0.75,,,red,,semi-dry,,,False,False,,"Sangiovese, Merlot, Colorino, Cabernet"
Geografico Brunello di Montalcino DOCG,216.0,Italy,Tuscany,Brunello di Montalcino DOCG,Geografico,2017.0,0.75,14.0,,red,,dry,,,False,False,,Sangiovese
Geografico Chianti Classico DOCG,69.0,Italy,Tuscany,Chianti DOCG,Geografico,2019.0,0.75,,,red,,dry,,,False,False,,"Sangiovese, Merlot"
Geografico Pavo Nero Vino Rosso`d Italia,73.0,Italy,,,Geografico,,0.75,,,red,,semi-dry,,,False,False,,"Primitivo, Nero d'Avola,  Montepulciano d'Abruzzo, Merlot"
Gewurztraminer Abbazia di Novacella,129.0,Italy,Trentino Alto Adige,Alto Adige Valle Isarco DOC,Abbazia di Novacella,2019.0,0.75,14.0,10-12,white,,dry,average,,False,False,,Gewürztraminer
Gewurztraminer Albert Mann,129.0,France,Alsace,Alsace AOC,Albert Mann,2018.0,0.75,14.0,,white,,dry,average,,False,True,,Gewürztraminer
Gewürztraminer St. Michael Eppan,99.0,Italy,Trentino Alto Adige,Alto Adige Gewurztraminer DOC,St. Michael-Eppan,2022.0,0.75,13.5,11,white,,dry,average,,False,False,,Gewürztraminer
Gewurztraminer Winnica Srebrna Góra,73.0,Poland,Lesser Poland,,Winnica Srebrna Góra,2021.0,0.75,13.0,10-12,white,,dry,average,,False,False,,Gewürztraminer
Gianni Masciarelli Montepulciano D’Abruzzo DOC,86.0,Italy,Abruzzo,Montepulciano d Abruzzo DOC,Masciarelli,2018.0,0.75,,,red,,dry,,,False,False,,Montepulciano
Gianni Masciarelli Trebbiano D’Abruzzo DOC,71.0,Italy,Abruzzo,Trebbiano D’Abruzzo DOC,Masciarelli,2022.0,0.75,13.0,10,white,,dry,,Due Bicchieri Gambero Rosso,False,False,,Trebbiano
Gianni Masciarelli Villa Gemma Montepulciano d'Abruzzo DOC Riserva,412.0,Italy,Abruzzo,Montepulciano d Abruzzo DOC,Masciarelli,2017.0,0.75,14.5,,red,,dry,full,,False,False,,Montepulciano
Giuseppe Gorelli Brigo Sangiovese IGT Toscana,155.0,Italy,Tuscany,Toscana IGT,,2020.0,0.75,12.0,15,red,,dry,average,,True,True,,Sangiovese
Giuseppe Gorelli DOC Rosso di Montalcino,199.0,Italy,Tuscany,Rosso di Montalcino DOC,,2019.0,0.75,13.5,16-18,red,,dry,full,,True,True,,Sangiovese
Giuseppe Gorelli DOCG Brunello di Montalcino,549.0,Italy,Tuscany,Brunello di Montalcino DOCG,,2018.0,0.75,13.5,16-18,red,,dry,full,,True,True,,Sangiovese
Glarima Blanco Joven Somontano DO,44.0,Spain,Aragon,Somontano DO,Bodegas Sommos,2021.0,0.75,,,white,,dry,,,False,False,,"Gewürztraminer, Chardonnay"
Glarima Tinto Joven Somontano DO,42.0,Spain,Aragon,Somontano DO,Bodegas Sommos,2021.0,0.75,,,red,,dry,,,False,False,,"Cabernet Sauvignon, Tempranillo, Merlot"
Gloria Reynolds Cathedral,714.0,Portugal,Alentejo,,Reynolds Wine Growers,2004.0,,,,red,,dry,,,False,False,94.0,"Alicante Bouschet, Trincadeira"
Glou Glou Orange Fio Weine,110.0,Germany,Moselle-Saar-Ruwer,Mosel QbA,Fio Weine,2022.0,0.75,12.0,11,white,,dry,average,,False,True,,"Pinot Bianco, Müller Thurgau"
Goose Bump Velvety Red Sicilia IGT,46.0,Italy,Sicily,Sicilia IGT,Mezzacorona / Sycylia,2021.0,0.75,,16-18,red,,semi-dry,,,False,False,,"Syrah, Nero d'Avola"
Gostart Cuvee Winnica Gostchorze,109.0,Poland,Lubuskie,,Winnica Gostchorze,2022.0,0.75,12.5,8-10,,sparkling,dry,average,,False,False,,"Pinot Noir, Riesling, Pinot Blanc"
Gran Sasso Montepulciano D’Abruzzo DOC,46.0,Italy,Abruzzo,Montepulciano d Abruzzo DOC,,2020.0,0.75,13.0,16,red,,dry,average,Mundus Vini Gold,False,False,,Montepulciano
Gran Sasso Pecorino Alta Quota Terre di Chieti IGP,73.0,Italy,Abruzzo,Terre di Chieti IGP,,2021.0,0.75,12.5,10-12,white,,dry,average,,False,False,,Pecorino
Gran Sasso Primitivo Puglia IGT,53.0,Italy,Puglia,Puglia IGT,,2021.0,0.75,13.5,16,red,,dry,average,,False,False,,Primitivo
Gran Sasso Trebbiano D’Abruzzo DOC,46.0,Italy,Abruzzo,Trebbiano D’Abruzzo DOC,,2021.0,0.75,12.5,10-12,white,,dry,light,,False,False,,Trebbiano d'Abruzzo
Gruner Veltliner Grub Schloss Gobelsburg,275.0,Austria,Kamptal,Kamptal DAC,Schloss Gobelsburg,2019.0,0.75,13.5,12,white,,dry,average,,False,False,91.0,Grüner Veltliner
Gruner Veltliner Kamptal Gobelsburg,97.0,Austria,Kamptal,Kamptal,Schloss Gobelsburg,2021.0,0.75,12.5,12,white,,dry,light,,False,False,,Grüner Veltliner
Grüner Veltliner Lossterrassen Weingut Stadt Krems,93.0,Austria,Kremstal,Kremstal QW,Weingut Stadt Krems,2021.0,0.75,,,white,,dry,,,False,False,90.0,Grüner Veltliner
Gruner Veltliner STEINSETZ Schloss Gobelsburg,139.0,Austria,Kamptal,Kamptal DAC,Schloss Gobelsburg,2020.0,0.75,13.0,10,white,,dry,average,,False,False,92.0,Grüner Veltliner
Grüner Veltliner Weinzierlberg Weingut Stadt Krems,129.0,Austria,Kremstal,Kremstal DAC,Weingut Stadt Krems,2019.0,0.75,,,white,,dry,,,False,False,92.0,Grüner Veltliner
Guerrieri Rizzardi Amarone della Valpolicella Classico DOCG,236.0,Italy,,Amarone della Valpolicella Classico DOCG,,2018.0,0.75,16.0,16,red,,dry,full,,False,False,,"Barbera, Corvinone, Sangiovese, Corvina Veronese, Rondinella"
Guerrieri Rizzardi CALCAROLE Amarone della Valpolicella Classico Riserva DOCG,535.0,Italy,,Amarone della Valpolicella Classico DOCG,,2016.0,0.75,17.0,17,red,,dry,full,,False,False,,"Barbera, Corvinone, Sangiovese, Corvina Veronese, Rondinella"
Guerrieri Rizzardi Cuvée XX Soave Classico DOP,68.0,Italy,Veneto,Soave Classico DOC,,2021.0,0.75,12.5,11,white,,dry,average,,False,False,,Garganega
Guerrieri Rizzardi KEYA Bardolino Chiaretto Classico DOP,70.0,Italy,Veneto,Bardolino Chiaretto DOC,,2018.0,0.75,13.0,10-12,rose,,dry,average,,False,False,,"Merlot, Sangiovese, Corvina Veronese"
Guerrieri Rizzardi Pinot Grigio Delle Venezie IGT,68.0,Italy,Veneto,Delle Venezie IGT,,2022.0,0.75,12.5,11,white,,dry,light,,True,False,,Pinot Grigio
Guerrieri Rizzardi POJEGA Valpolicella Ripasso Classico Superiore DOC,123.0,Italy,,Valpolicella Classico Superiore DOC,,2020.0,0.75,14.5,16,red,,dry,full,,False,False,91.0,"Merlot, Corvinone, Corvina Veronese, Rondinella"
Guerrieri Rizzardi Prosecco Treviso Extra Dry DOC NV,73.0,Italy,Veneto,Prosecco DOC,,,0.75,11.5,8,,sparkling,semi-dry,light,,True,False,,Prosecco
Guerrieri Rizzardi Valpolicella Classico DOP,79.0,Italy,,Valpolicella Classico DOC,,2021.0,0.75,13.0,16-18,red,,dry,light,,False,False,,"Corvinone, Molinara, Corvina Veronese, Rondinella"
Guerrieri Rizzardi Villa Rizzardi Amarone della Valpolicella Classico Riserva DOCG,349.0,Italy,,Amarone della Valpolicella Classico DOCG,,2015.0,0.75,16.5,17,red,,dry,full,,False,False,,"Corvina Veronese, Rondinella, Barbera, Corvinone"
Gufo Chardonnay Vino Varietale d’Italia,37.0,Italy,Abruzzo,,Feudo Antico,2021.0,0.75,12.0,,white,,dry,,,False,False,,Chardonnay
Gufo Merlot Vino Varietale d’Italia,37.0,Italy,Abruzzo,,Feudo Antico,2021.0,0.75,13.0,,red,,semi-dry,,,False,False,,Merlot
Guicciardini Strozzi Ocra Bolgheri DOC,179.0,Italy,Tuscany,Bolgheri DOC,,2020.0,0.75,13.5,16,red,,dry,full,,False,False,90.0,"Merlot, Cabernet Sauvignon, Cabernet Franc"
Guicciardini Strozzi Sòdole Rosso Toscana IGT,296.0,Italy,Tuscany,Toscana IGT,,2017.0,0.75,14.0,16,red,,dry,full,,False,False,,Sangiovese
Guicciardini Strozzi Villa Cusona Chianti DOCG,85.0,Italy,Tuscany,Chianti DOCG,,2020.0,0.75,13.5,16,red,,dry,full,,False,False,93.0,Sangiovese
Guicciardini Strozzi Villa Cusona Vernaccia di San Gimignano DOCG,89.0,Italy,Tuscany,Vernaccia di San Gimignano DOCG,,2020.0,0.75,12.5,10-12,white,,dry,average,,False,False,90.0,Vernaccia
Gustavshof Dittelsheim Riesling Rheinhessen Qba,89.0,Germany,Rheinhessen,Rheinhessen Qba,,2021.0,0.75,12.5,10-12,white,,dry,average,,True,True,,Riesling
Gustavshof Kalkstein Riesling Rheinhessen Qba,96.0,Germany,Rheinhessen,Rheinhessen Qba,,2022.0,0.75,12.5,10-12,white,,dry,average,,True,True,,Riesling
Gustavshof PUR Rheinhessen Qba,119.0,Germany,Rheinhessen,Rheinhessen Qba,,2019.0,0.75,13.0,14,orange,,dry,average,,True,True,,Riesling
Gustavshof Zero S Rheinhessen Qba,87.0,Germany,Rheinhessen,Rheinhessen Qba,,2020.0,0.75,13.0,16,red,,dry,average,,True,True,,"Regent, St. Laurent, Dornfelder"
H. BLIN Brut Blanc de Noirs Champagne AOC NV,259.0,France,Champagne,Champagne AOC,,,0.75,12.5,8,white,champagne,dry,average,,False,True,,Pinot Meunier
H. BLIN Brut Rosé Champagne AOC NV,259.0,France,Champagne,Champagne AOC,,,0.75,12.5,8,rose,champagne,dry,average,,False,True,91.0,"Pinot Noir, Pinot Meunier, Chardonnay"
H. BLIN Brut Tradition Champagne AOC NV,215.0,France,Champagne,Champagne AOC,,,0.75,12.5,8,,champagne,dry,average,,False,True,91.5,"Pinot Noir, Pinot Meunier, Chardonnay"
H. BLIN Brut Tradition Champagne AOC + gift box NV,218.0,France,Champagne,Champagne AOC,,,0.75,12.5,8,,champagne,dry,average,,False,True,91.5,"Pinot Noir, Pinot Meunier, Chardonnay"
H. BLIN l'Esprit Nature Extra Brut Blanc de Blancs Champagne AOC NV,357.0,France,Champagne,Champagne AOC,,,0.75,12.5,8,white,champagne,dry,average,,True,True,,Chardonnay
H. BLIN l'Esprit Nature Extra Brut Blanc de Noirs Champagne AOC NV,357.0,France,Champagne,Champagne AOC,,,0.75,12.5,8,white,champagne,dry,average,,True,True,,"Pinot Meunier, Pinot Noir"
Henry Fessy Gamay Noir Vin de France,59.0,France,,,Maison Henry Fessy,2020.0,0.75,,,red,,dry,,,False,False,,Gamay Noir
Henschke Mount Edelstone Shiraz Eden Valley GIFT BOX,1099.0,Australia,Eden Valley,,,2017.0,,14.5,17,red,,dry,full,,False,True,95.333336,Shiraz
Henschke Peggy's Hill Riesling Eden Valley,169.0,Australia,Eden Valley,,,2022.0,,12.5,6-10,white,,dry,,,False,True,94.0,Riesling
Herdade do Arrepiado Velho Tinto,79.0,Portugal,Alentejo,Vinho Regional Tejo,Herdade Arrepiado Velho,2021.0,0.75,14.5,18,red,,dry,full,,False,False,,Touriga Nacional
Herència Altés Benufet Terra Alta DO,109.0,Spain,Catalonia,Terra Alta DO,,2019.0,0.75,13.5,6-10,white,,dry,average,,True,True,,Garnacha Blanca
Herència Altés Garnatxa Blanca Terra Alta DO,73.0,Spain,Catalonia,Terra Alta DO,,2021.0,0.75,13.0,6-10,white,,dry,average,,True,True,,Garnacha Blanca
Herència Altés Garnatxa Negra Terra Alta DO,77.0,Spain,Catalonia,Terra Alta DO,,2021.0,0.75,14.0,15,red,,dry,average,,True,True,,Garnacha
Hétszőlő Late Harvest Tokaji,98.0,Hungary,Tokaj (Tokay-Hegyalja),,Tokaj Hétszőlő,2020.0,0.5,,,white,,sweet,full,,False,True,,"Harslevelu, Furmint"
Hétszölö Tokaj Dry Furmint Bio,77.0,Hungary,Tokaj (Tokay-Hegyalja),,Tokaj Hétszőlő,2019.0,0.75,13.0,,white,,dry,,,False,True,,Furmint
Hétszőlő Tokaj Sweet Szamorodni Domaine Imperial,135.0,Hungary,Tokaj (Tokay-Hegyalja),,Tokaj Hétszőlő,2017.0,0.5,,,white,,sweet,full,,False,True,,Furmint
Hétszölö Tokaji Aszú 5 Puttonyos,264.0,Hungary,Tokaj (Tokay-Hegyalja),,Tokaj Hétszőlő,2010.0,0.5,,,white,,sweet,full,IWC Gold,False,False,,Furmint
Hétszölö Tokaji Sárga Muskotály,77.0,Hungary,Tokaj (Tokay-Hegyalja),,Tokaj Hétszőlő,2019.0,0.75,,,white,,semi-dry,average,,False,False,,Sárgamuskotály
Hibernal Winnica Turnau,109.0,Poland,,,Winnica Turnau,2022.0,0.75,11.0,12,white,,semi-dry,average,,False,False,,Hibernal
